price;title;category_id;base_price;initial_quantity;condition;date_created;city;state;country
110000;Control Xiaomi Mi Tv Stick Full Hd De 8 Gb Y 1 Gb De Ram;MLA352001;110000;1;new;2024-11-01T17:37:40.836Z;Villa Ballester;Buenos Aires;Argentina
155000;Google Chromecast 4.a Gen Hd;MLA352001;155000;50;new;2024-12-26T15:07:46.425Z;El Talar;Buenos Aires;Argentina
200000;Chromecast With Google Tv De Voz 4a Generación 4k 8gb Snow C;MLA352001;200000;1;new;2025-01-08T14:50:55.826Z;La Boca;Capital Federal;Argentina
129899;Xiaomi Mi Tv Stick Full Hd 8gb Con Control Color Negro;MLA352001;129899;1;new;2024-10-01T19:06:52.424Z;San Isidro;Buenos Aires;Argentina
108078.32;Dispositivo Ott Tivo Stream 4k, Para Tv, Android, 2 Gb, D...;MLA352001;108078.32;10;new;2024-12-17T16:46:40.030Z;Doral;Florida;United States of America
140060;Xiaomi Mi Tv Stick Mdz-27-eu 4k Uhd Conversor Smart T Ppct;MLA352001;140060;1;new;2024-09-05T17:33:06.404Z;Rafaela;Santa Fe;Argentina
78837.92;Convertidor Hdmi Para Google Chromecast;MLA352001;78837.92;10;new;2024-12-16T20:27:54.807Z;Doral;Florida;United States of America
125669.63;Transmisor Multimedia De Tv Google Chromecast Con Google;MLA352001;125669.63;2;new;2024-12-17T15:15:34.301Z;Miami;Florida;United States of America
144992;Google Chromecast 4 Generación Con Google Tv Hd Blanco;MLA352001;144992;1;new;2024-08-30T09:16:21.812Z;SAN JUSTO;Buenos Aires;Argentina
119869.76;Mi Tv Stick ;MLA352001;119869.76;2;new;2023-02-01T19:43:18.000Z;Parque Chas;Capital Federal;Argentina
148999;Chromecast With Google Tv De Voz 4a Generación 4k 8gb Snow C;MLA352001;148999;1;new;2024-09-11T22:22:32.422Z;Puerto Madero;Capital Federal;Argentina
207500;Xiaomi Mi Tv Stick Full Hd 8gb Con Control Color Negro;MLA352001;207500;5;new;2024-04-19T14:04:43.000Z;Rosario;Santa Fe;Argentina
267400;Xiaomi Mi Tv Stick Full Hd 1080p 8gb Control Voz Original;MLA352001;267400;1;new;2024-05-13T02:04:12.000Z;Tostado;Santa Fe;Argentina
160000;Google Chromecast 4 Generación Con Google Tv Hd Blanco;MLA352001;160000;3;new;2024-07-20T19:50:45.055Z;Mar del Plata;Buenos Aires;Argentina
101571;Xiaomi Mi Tv Stick Mdz-24-aa Conversor Smart Tv Android 9 Hd;MLA352001;101571;3;new;2024-02-26T13:49:16.000Z;Rafaela;Santa Fe;Argentina
184279.61;Google Chromecast 4 With Google Tv 4k 8gb Snow 2gb Ram;MLA352001;184279.61;10;new;2022-05-27T13:16:19.000Z;Villa María;Córdoba;Argentina
151233.05;Google Chromecast 4 Con Google Tv, Color Blanco;MLA352001;151233.05;474;new;2024-12-16T20:16:52.606Z;Miami;Florida;United States of America
250000;Google Tv Streamer 4k Hdr 2024 Android Tv Color Blanco;MLA352001;250000;1;new;2025-03-03T15:33:32.844Z;Liniers;Capital Federal;Argentina
175065.63;Google Chromecast 4 With Google Tv 4k 8gb Snow 2gb Ram;MLA352001;175065.63;6;new;2022-05-27T13:16:12.000Z;Villa María;Córdoba;Argentina
160000;Onn Tv Box Stream 4k Google Tv;MLA352001;160000;1;new;2025-01-27T04:49:13.340Z;Caballito CABA;Capital Federal;Argentina
178759;Control De Repuesto Para Google Chromecast 4k Snow;MLA352001;178759;6;new;2022-07-07T14:03:30.000Z;Quilmes;Buenos Aires;Argentina
104695;Conversor Hdmi Para Google Chromecast: Uso Chromecast Con En;MLA352001;104695;10;new;2024-07-04T13:46:04.000Z;Beccar;Buenos Aires;Argentina
389999;Google Tv Streamer 4k Netflix Hdr Chromecast 2024 Androidtv;MLA352001;389999;4;new;2024-09-09T11:02:52.849Z;Congreso;Capital Federal;Argentina
950400.0;Tv Box Nvidia Shield Tv Pro Versión 2019 De Voz 4k 16gb Negro Con 3gb De Memoria Ram;MLA352001;950400.0;2;new;2021-05-31T21:43:14.000Z;Bella Vista;Buenos Aires;Argentina
287999;Xiaomi Mi Tv Stick 4k Ultra Hd Android Tv 11 Ews;MLA352001;287999;10;new;2025-01-17T15:21:53.266Z;Malagueño;Córdoba;Argentina
622999;Nvidia Shield Reproductor Multimedia 4k Hdr Ews;MLA352001;622999;10;new;2025-03-19T16:25:31.919Z;Malagueño;Córdoba;Argentina
801016.66;Nvidia Shield Android Tv 4k Hdr Streaming Media A Pedido ;MLA352001;801016.66;6;new;2020-05-19T19:52:52.000Z;Bella Vista;Buenos Aires;Argentina
75000.0;Android Tv Stick Control De Voz Full Hd 16gb Con 2gb De Ram;MLA352001;75000.0;490;new;2023-06-27T20:03:56.000Z;CABA;Capital Federal;Argentina
54440;Smart Box Tv Box 4k 5.a Generación Smart Tv Box 4k Negro Estándar;MLA352001;54440;10;new;2025-02-28T22:04:13.468Z;Balvanera;Capital Federal;Argentina
90000;Smart Tv Onn Uhd Streaming Device 2° Gen 4k Color Negro;MLA352001;90000;10;new;2025-03-13T18:49:50.679Z;LINIERS;Capital Federal;Argentina
48498;Adaptador Smart Tv Box 4k Color Negro 32gb;MLA352001;48498;145;new;2025-02-06T13:02:39.572Z;Berazategui;Buenos Aires;Argentina
190000.0;Chromecast Audio Bivolt  Con Entrada Rca De 3,5 Mm Y Óptica;MLA352001;190000.0;1;new;2025-02-09T19:34:02.175Z;San Isidro;Buenos Aires;Argentina
93059;Smart Tv Onn Uhd Streaming Device 2° Gen 4k Color Negro;MLA352001;93059;5;new;2025-03-13T19:07:39.371Z;La Boca;Capital Federal;Argentina
201000;Chromecast With Google Tv De Voz 4a Generación 4k 8gb Snow C;MLA352001;201000;50;new;2025-03-11T16:53:14.983Z;Núñez;Capital Federal;Argentina
59000.0;Google Chrome Cast Primer Generacion;MLA352001;59000.0;1;used;2025-01-22T03:48:24.203Z;Sarandí;Buenos Aires;Argentina
125999;Onn Google Tv 4k Streaming Box Uhd ;MLA352001;125999;68;new;2024-08-30T16:19:01.820Z;Parque Chas;Capital Federal;Argentina
126000;Smart Tv Onn  Uhd Streaming Device 2° Gen 4k Color Negro;MLA352001;126000;15;new;2024-12-11T12:59:34.080Z;La Boca;Capital Federal;Argentina
199999.99;Google Chromecast Google Tv De Voz 4k 8gb Cargador Original;MLA352001;199999.99;4;new;2025-03-14T19:07:37.308Z;San Andres;Buenos Aires;Argentina
210000;Chromecast 4 Google Smart Tv Control De Voz 4k 8gb Completo;MLA352001;210000;19;new;2023-04-26T22:50:56.000Z;Temperley;Buenos Aires;Argentina
88500;Onn Google Tv Full Hd Streaming 8gb 1.5 Gb Ram Full Completo;MLA352001;88500;10;new;2024-08-22T21:24:14.108Z;Caseros;Buenos Aires;Argentina
135000.0;Mi Tv Stick Xiaomi Android 9.0 Hdr 2k Hdmi - Xiaomi;MLA352001;135000.0;7;new;2025-03-13T19:21:50.819Z;Monte Buey;Córdoba;Argentina
119900;Tvbox Androidtv 4k (sim. Chromecast) Control Remoto P/ Voz;MLA352001;119900;3;new;2024-11-25T17:10:14.438Z;Parque Chacabuco;Capital Federal;Argentina
59999;Tv Box Stick  16gb 4g Ram;MLA352001;59999;4;new;2025-02-14T00:55:46.408Z;Quilmes;Buenos Aires;Argentina
115000;Google Onn. Tv Resolución 4k Streaming Box;MLA352001;115000;20;new;2024-11-13T19:31:42.863Z;Villa Urquiza;Capital Federal;Argentina
349999;Google Tv Streamer 4k Netflix Hdr Chromecast 2024 Android Tv;MLA352001;349999;12;new;2024-09-15T14:16:08.672Z;congreso;Capital Federal;Argentina
100000;Google Chromecast Hd 4ta Gen Blanco Estándar;MLA352001;100000;1;used;2025-03-19T22:40:07.494Z;Colegiales;Capital Federal;Argentina
90000;Google Chromecast - Certificado;MLA352001;90000;1;used;2025-03-20T00:40:47.396Z;Ezeiza;Buenos Aires;Argentina
100000;Google Chromecast 2da Generación;MLA352001;100000;1;used;2024-10-17T11:52:03.312Z;Berisso;Buenos Aires;Argentina
79000;Chromecast Original Firnware Actualizado! Negro Estándar;MLA352001;79000;1;used;2025-03-16T14:45:26.296Z;San Miguel;Buenos Aires;Argentina
100000;Xiaomi Mi Box 2da Generacion 4k Google Tv 11 Negro De Voz;MLA352001;100000;1;used;2025-03-20T19:38:04.837Z;Morón;Buenos Aires;Argentina
47150;Google Chromecast 2da Generación. Full Hd 1080p. Negro Estándar;MLA352001;47150;1;used;2025-03-17T00:49:01.665Z;Ituzaingó;Buenos Aires;Argentina
90000;Google Chromecast - Poco Uso Negro;MLA352001;90000;1;used;2025-03-08T15:36:05.827Z;Venado Tuerto;Santa Fe;Argentina
107000;Google Chromecast 2 Generación 1080p Color Negro;MLA352001;107000;1;used;2024-12-05T00:51:45.440Z;Caballito CABA;Capital Federal;Argentina
85000;Chromecast Segunda Generación, Actualizado Y Uncionando;MLA352001;85000;1;used;2024-01-21T22:58:59.000Z;CABA;Capital Federal;Argentina
79000;Chromecast Chromecast 3 3.a Generación Full Hd Negro;MLA352001;79000;1;used;2024-11-27T00:35:47.167Z;CABA;Capital Federal;Argentina
85000;Google Chromecast 2 Full Hd Media Streaming Negro;MLA352001;85000;1;used;2024-12-01T16:00:06.868Z;Berazategui;Buenos Aires;Argentina
80000;Google Chormecast 3era Generación Casi Sin Uso;MLA352001;80000;1;used;2025-03-18T16:26:14.548Z;Villa Raffo;Buenos Aires;Argentina
85999;Google Chromecast 2 Generación 1080p Color Negro;MLA352001;85999;1;used;2024-11-14T00:31:24.089Z;Palermo;Capital Federal;Argentina
70000;Google Chromecast 1era Generación;MLA352001;70000;1;used;2024-12-18T23:45:26.407Z;Villa Luzuriaga;Buenos Aires;Argentina
95000;Chromecast  3 Generacion Con Cargador Leer Bien;MLA352001;95000;1;used;2025-03-17T12:59:57.735Z;Rosario;Santa Fe;Argentina
95000;Google Chromecast 3.a Gen Streaming Device (como Nuevo);MLA352001;95000;1;used;2025-02-17T02:42:28.824Z;Moreno;Buenos Aires;Argentina
120000;Google Chromecast  3 Chromecast 3;MLA352001;120000;1;used;2024-10-29T00:56:23.522Z;MORON;Buenos Aires;Argentina
85000;Chromecast  3 Generacion Con Cargador;MLA352001;85000;1;used;2025-03-17T13:04:19.840Z;Rosario;Santa Fe;Argentina
60000;Google Chromecast  3 Chromecast 3 Negro Estándar;MLA352001;60000;1;used;2025-03-17T02:26:37.175Z;DEL VISO;Buenos Aires;Argentina
90000;Google Chromecast 3ra Generación;MLA352001;90000;1;used;2024-09-24T13:12:51.867Z;Rafael Calzada;Buenos Aires;Argentina
100000;Google Chromecast 3ra Generación;MLA352001;100000;1;used;2025-02-07T04:22:41.538Z;General Las Heras;Buenos Aires;Argentina
80000;Chromecast 2 Full Hd Wifi En Color Negro;MLA352001;80000;1;used;2024-12-10T11:06:25.869Z;crucecitas;Buenos Aires;Argentina
100000;Chromecast Google 2 Generacion;MLA352001;100000;1;used;2025-01-18T02:31:38.491Z;Caballito;Capital Federal;Argentina
90000.0;Google Chromecast 3era Generación;MLA352001;90000.0;1;used;2025-01-30T00:22:24.343Z;Villa Luzuriaga;Buenos Aires;Argentina
90000;Google Chromecast 3 Full Hd;MLA352001;90000;1;used;2024-10-17T22:35:27.489Z;Santa Fe;Santa Fe;Argentina
97000;Google Chromecast  3;MLA352001;97000;1;used;2024-08-18T01:09:32.173Z;Flores;Capital Federal;Argentina
140000;Google Chromecast 2 Generación 1080p Color Negro;MLA352001;140000;1;used;2024-11-11T21:53:02.697Z;Pilar;Buenos Aires;Argentina
90000;Google Chromecast 3 (negro) Cmecast 3 3.a Generación Full Hd;MLA352001;90000;1;used;2025-01-28T01:32:04.239Z;Luján;Buenos Aires;Argentina
80000;Google Chromecast 3 Chromecast 3 3.a Generación Full Hd;MLA352001;80000;1;used;2024-11-29T19:58:56.898Z;Pinamar;Buenos Aires;Argentina
100000;Google Chromecast 3 Full Hd Media Streaming Negro;MLA352001;100000;1;used;2024-11-25T22:37:59.020Z;Mar del Plata;Buenos Aires;Argentina
44999;Google Chromecast 2da Gen - Nc2-6a5 - 1080p - Hdmi - Negro Negro No Posee;MLA352001;44999;2;used;2025-03-18T13:20:09.376Z;Caballito;Capital Federal;Argentina
65000;Google Chromecast Primera Generacion + Adaptador De Red Rj45;MLA352001;65000;1;used;2024-08-27T01:55:31.027Z;Almagro;Capital Federal;Argentina
79999;Cromecast Google;MLA352001;79999;2;used;2025-02-18T12:52:41.600Z;Floresta;Capital Federal;Argentina
82000;Chrome Cast 3 Generación Negro;MLA352001;82000;1;used;2025-03-10T01:19:43.983Z;Belgrano;Capital Federal;Argentina
65000;Chromecast 2 Google Streaming Full Hd Wifi Hdmi Smart Tv** Negro;MLA352001;65000;1;used;2025-03-11T19:26:07.114Z;San Miguel de Tucumán;Tucumán;Argentina
58000;Google Chromecast Primera Generacion + Adaptador De Red Negro;MLA352001;58000;1;used;2025-03-11T15:29:41.604Z;Hurlingham;Buenos Aires;Argentina
75000;Chromecast 3 Full Hd.  Resolución: Hasta 1080p  Inalámbrico;MLA352001;75000;1;used;2025-01-28T11:37:21.649Z;Berisso;Buenos Aires;Argentina
80000;Google Chromecast 2 Nc2-6a5;MLA352001;80000;1;used;2025-01-20T18:39:51.189Z;moreno;Buenos Aires;Argentina
65000;Smart Tv Chromecast;MLA352001;65000;1;used;2024-09-19T22:49:31.060Z;San Isidro;Buenos Aires;Argentina
99000;Google Chromecast 3 Hdmi Hd;MLA352001;99000;1;used;2024-09-23T23:15:41.026Z;Córdoba;Córdoba;Argentina
130000;Google Chromecast 3 Negro;MLA352001;130000;1;used;2025-03-12T13:28:18.143Z;Luis Guillon;Buenos Aires;Argentina
60000.0;Chromecast G953;MLA352001;60000.0;1;used;2025-03-13T17:00:11.045Z;Flores;Capital Federal;Argentina
70000;Google Chromecast 2 Generación;MLA352001;70000;1;used;2025-03-05T12:30:03.312Z;El Palomar;Buenos Aires;Argentina
65000;Google Chromecast 2 Generación 1080p Color Negro;MLA352001;65000;1;used;2025-02-13T18:16:52.304Z;Lanús;Buenos Aires;Argentina
85000;Google Chromecast  3 Chromecast 3;MLA352001;85000;1;used;2025-03-12T18:06:55.548Z;General San Martín;Buenos Aires;Argentina
80000;Google Chromecast 3 Full Hd Media Streaming Negro;MLA352001;80000;1;used;2025-02-08T15:54:42.093Z;avellaneda;Buenos Aires;Argentina
60000;Google Chromecast 2 Generación 1080p Color Negro;MLA352001;60000;1;used;2025-02-21T15:27:27.579Z;Martínez;Buenos Aires;Argentina
62000;Chromecast 2da Gen - Usado;MLA352001;62000;1;used;2025-02-12T19:43:31.734Z;Lomas del Mirador;Buenos Aires;Argentina
50000;Google Chromecast 1a Gen H2g2-42 2gb 512mb Full Hd;MLA352001;50000;1;used;2025-02-26T12:09:24.434Z;Villa Pueyrredón;Capital Federal;Argentina
200000;Google Chromecast 4 Generación Con Google Tv Blanco;MLA352001;200000;1;used;2025-03-12T22:03:20.069Z;Pablo Nogues;Buenos Aires;Argentina
130000;Google Chromecast 3 Tercera Generación;MLA352001;130000;1;used;2025-02-19T02:52:34.104Z;Wilde;Buenos Aires;Argentina
58000;Google Chromecast 2 Full Hd Media Streaming Negro;MLA352001;58000;1;used;2025-02-06T16:56:34.168Z;San Antonio De Padua;Buenos Aires;Argentina
65000;Chromecast 3ra Generación Tv Streaming Device By Google;MLA352001;65000;1;used;2025-03-03T17:38:58.554Z;Avellaneda;Buenos Aires;Argentina
35000;Chromecast 1 Generación.;MLA352001;35000;1;used;2025-02-05T20:52:16.098Z;Castelar;Buenos Aires;Argentina
66435.0;Google Chromecast 3 Tercera Generación Usado Perfecto Estado;MLA352001;66435.0;1;used;2024-09-23T02:41:55.668Z;Palermo;Capital Federal;Argentina
80000;Google Chromecast 3 Negro;MLA352001;80000;1;used;2025-01-28T14:12:03.345Z;Villa Ballester;Buenos Aires;Argentina
99000;Chromecast With Google Tv De Voz 4a Generación 4k 8gb Snow;MLA352001;99000;1;used;2025-03-20T03:51:38.713Z;Paraná;Entre Ríos;Argentina
90000;Chromecast Chromecast 3 3.a Generación Full Hd Negro;MLA352001;90000;1;used;2025-02-17T13:11:10.038Z;Claypole;Buenos Aires;Argentina
49999;Chromecast Original Google Hdmi Usb Todas Las Apps Streaming;MLA352001;49999;1;used;2025-02-28T01:09:05.183Z;Nuñez;Capital Federal;Argentina
80000;Google Chromecast 3 Tercera Generación;MLA352001;80000;1;used;2025-02-11T14:40:08.133Z;Monte Castro;Capital Federal;Argentina
70000;Chromecast 3 Negro;MLA352001;70000;1;used;2025-03-12T23:30:07.060Z;Villa Adelina;Buenos Aires;Argentina
80000;Google Chromecast 3ra Generación;MLA352001;80000;1;used;2025-02-11T14:39:09.224Z;Monte Castro;Capital Federal;Argentina
85000;Google Chromecast 3 Negro;MLA352001;85000;1;used;2025-02-04T02:36:49.916Z;Boulogne;Buenos Aires;Argentina
80000;Google Chromecast 3;MLA352001;80000;1;used;2025-02-23T20:11:04.401Z;capital federal;Capital Federal;Argentina
80000;Google Chromecast 3 Tercera Generación;MLA352001;80000;1;used;2025-02-12T14:53:02.377Z;Berazategui;Buenos Aires;Argentina
90000;Google Chromecast 3 Full Hd Media Streaming Negro;MLA352001;90000;1;used;2025-02-13T00:15:49.228Z;General San Martín;Buenos Aires;Argentina
90000;Google Chromecast 3 Chromecast 3 3.a Generación Full Hd;MLA352001;90000;1;used;2025-03-12T22:14:57.696Z;Pablo Nogues;Buenos Aires;Argentina
75000;Google Chromecast 3 Negro;MLA352001;75000;1;used;2024-12-10T22:56:44.559Z;lomas de mirador;Buenos Aires;Argentina
86000;Google Chromecast 3;MLA352001;86000;1;used;2025-03-11T05:03:04.615Z;Lomas de Zamora;Buenos Aires;Argentina
60000.0;Chromecast 2 Hdmi 2018 1080p - Cromecast;MLA352001;60000.0;1;used;2025-03-05T17:36:11.931Z;firmat;Santa Fe;Argentina
139999;Vea Todo Gratis + Futbol Espn Tnt Chromecast Google C Remoto;MLA352001;139999;1;used;2025-02-28T01:12:58.933Z;Nuñez;Capital Federal;Argentina
80000;Google Chromecast 3ra Generación C/cargador;MLA352001;80000;1;used;2025-02-15T22:51:13.953Z;Villaguay;Entre Ríos;Argentina
95000;Chromecast Excelente Estado;MLA352001;95000;1;used;2025-03-08T13:48:53.315Z;Río Cuarto;Córdoba;Argentina
70000;Chromkast 3ra Generación;MLA352001;70000;1;used;2025-01-21T18:09:18.740Z;Ciudadela;Buenos Aires;Argentina
90000.0;Google Chromecast 3 Chromecast 3 3.ª Generación Full Hd;MLA352001;90000.0;1;used;2025-03-11T16:33:22.506Z;Palermo;Capital Federal;Argentina
60000;Google Chromecast 3 Chromecast 3 3.ª Generación Full Hd;MLA352001;60000;1;used;2024-08-19T02:11:28.973Z;San Rafael;Mendoza;Argentina
59999;Chromecast 2da Generación Color Negro Google;MLA352001;59999;1;used;2025-03-10T17:47:41.228Z;Belgrano;Capital Federal;Argentina
50000;Google Chromecast 2.a Generación;MLA352001;50000;1;used;2025-03-06T20:29:54.795Z;Palermo;Capital Federal;Argentina
85000;Chrome Cast 3 Generación;MLA352001;85000;1;used;2025-03-09T21:14:38.069Z;Córdoba;Córdoba;Argentina
69999;Chromecast 3era Generación Poco Uso Impecable Gris Oscuro;MLA352001;69999;1;used;2025-03-18T01:49:01.179Z;San Francisco Solano;Buenos Aires;Argentina
65000;Google Chrome Usado Exelente Estado Gris Oscuro;MLA352001;65000;1;used;2025-02-21T14:29:56.882Z;CABA;Capital Federal;Argentina
70000;Samsung Google Chromecast Tv Android 2g 1080p Full Hd Negro;MLA352001;70000;1;used;2025-02-03T05:42:57.826Z;Villa Urquiza;Capital Federal;Argentina
85000;Google Chromecast 3.a Gen Ga00439 Streaming Device Gris Oscuro Celular, Pc Y Cualquier Tecnología Con Streaming;MLA352001;85000;1;used;2025-01-28T17:16:10.326Z;San Miguel;Buenos Aires;Argentina
53000;Chromecast 2, Córdoba Capital;MLA352001;53000;1;used;2025-01-22T00:25:55.523Z;BARRIO RIVADAVIA              *;Córdoba;Argentina
50000;Chromecast Gen2 Negro N/a;MLA352001;50000;1;used;2025-03-02T18:40:13.254Z;buenos aires;Buenos Aires;Argentina
55000;Google Chromecast 2 Tv Streaming Hdmi De Segunda Generación Negro Estándar;MLA352001;55000;1;used;2025-02-22T20:53:00.882Z;Caballito;Capital Federal;Argentina
80000;Google Chromecast 3;MLA352001;80000;1;used;2025-01-31T20:55:34.537Z;Caballito;Capital Federal;Argentina
59999;Amazon Lite Fire Tv Stick B091g4yp57 De Voz Full Hd 8gb Negro Con 1gb De Memoria Ram;MLA352001;59999;390;new;2023-06-09T18:48:47.000Z;San Cristóbal;Capital Federal;Argentina
84144;Fire Tv Stick 4k 2023 Compatible Wifi 6 Con 2gb De Ram Color Negro Tipo De Control Remoto Control De Voz;MLA352001;84144;352;new;2023-03-17T15:35:14.000Z;San Cristóbal;Capital Federal;Argentina
99999;Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación Wi-fi 6e Color Negro Tipo De Control Remoto Estándar;MLA352001;99999;96;new;2024-09-25T19:00:53.401Z;San Cristóbal;Capital Federal;Argentina
59999;Amazon Fire Tv Stick Lite Control Por Voz Alexa Fhd 1080p Color Negro Tipo De Control Remoto De Voz;MLA352001;59999;578;new;2023-03-29T18:37:12.000Z;San Cristóbal;Capital Federal;Argentina
59999;Amazon Fire Tv Stick 4.ª Generación (2024) Alexa Voice Remote Hd Streaming Negro;MLA352001;59999;100;new;2025-03-19T17:32:50.920Z;VILLA DEVOTO;Capital Federal;Argentina
124507;Amazon Fire Tv Stick 4k Max 16 Gb Wifi 6 Ultra Rápido Color Negro;MLA352001;124507;25;new;2024-12-05T13:23:08.374Z;Belgrano;Capital Federal;Argentina
68619;Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con 1gb De Ram;MLA352001;68619;20;new;2025-03-12T00:39:04.865Z;LINIERS;Capital Federal;Argentina
91900;Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote Color Negro;MLA352001;91900;150;new;2024-07-16T19:23:32.346Z;Bernal Oeste;Buenos Aires;Argentina
82313.99;Amazon Fire Tv Stick Hd 4a Generación Con Comandos De Voz Negro 1gb Ram;MLA352001;82313.99;12;new;2025-02-12T19:58:31.808Z;CORDOBA CAPITAL;Córdoba;Argentina
89346;Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro1 Con 1.5gb De Memoria Ram;MLA352001;89346;41;new;2024-01-17T19:14:56.000Z;Pozo del Molle;Córdoba;Argentina
106965;Amazon Tv Stick Fire Tv Stick 4k Max K2r2te De Voz 1.ª Generación 4k 8gb Negro Con 2gb De Memoria Ram;MLA352001;106965;8;new;2024-09-04T14:25:34.908Z;Rosario;Santa Fe;Argentina
116595.76;Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro Con 1.5gb De Memoria Ram;MLA352001;116595.76;29;new;2023-05-09T19:02:25.000Z;Martin Coronado;Buenos Aires;Argentina
89999;Fire Tv Stick 4k Con Controles De Alexa Y Amazon Black Tv;MLA352001;89999;3;new;2025-03-07T18:48:04.701Z;Ituzaingó;Buenos Aires;Argentina
60999;Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing;MLA352001;60999;75;new;2024-12-10T14:20:09.838Z;San Cristóbal;Capital Federal;Argentina
60999;Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing;MLA352001;60999;75;new;2024-12-10T15:19:15.361Z;San Cristóbal;Capital Federal;Argentina
60999;Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing;MLA352001;60999;54;new;2024-12-10T15:00:14.671Z;San Cristobal;Capital Federal;Argentina
60999;Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing;MLA352001;60999;94;new;2024-12-10T15:12:38.529Z;San Cristóbal;Capital Federal;Argentina
60999;Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streamoing;MLA352001;60999;41;new;2024-12-10T15:07:30.644Z;San Cristobal;Capital Federal;Argentina
60999;Amazon Fire Tv Stick Hd 2024 Control Por Voz Fhd Streaming;MLA352001;60999;49;new;2024-12-10T13:46:49.497Z;San Cristóbal;Capital Federal;Argentina
143675;Amazon Convertidor Fire Tv Stick Lite Alexa Voice Smart Tv;MLA352001;143675;33;new;2024-08-05T18:52:07.064Z;Balvanera;Capital Federal;Argentina
99999;Fire Tv Stick 3ra Generación;MLA352001;99999;2;new;2025-03-20T21:13:07.458Z;Almagro;Capital Federal;Argentina
80980.0;Amazon Tv Stick Lite 2da Gen Streaming Full Hd;MLA352001;80980.0;41;new;2024-09-13T14:50:20.201Z;Ramos Mejía;Buenos Aires;Argentina
60003.72;Amazon Fire Tv Stick Lite Full Hd 8gb Control Remoto Negro;MLA352001;60003.72;36;new;2025-01-24T17:55:45.711Z;Caballito;Capital Federal;Argentina
88500;Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con Pilas;MLA352001;88500;4;new;2024-09-27T13:19:08.330Z;Bernal Oeste;Buenos Aires;Argentina
80980.0;Amazon Tv Stick Lite 2da Gen Streaming Full Hd;MLA352001;80980.0;38;new;2024-09-13T14:54:01.484Z;Ramos Mejía;Buenos Aires;Argentina
79954;Amazon 2da Generacion Fire Tv Stick 10k 2.a Generación Negro De Voz Alexa;MLA352001;79954;8;new;2025-03-15T01:17:19.301Z;Córdoba;Córdoba;Argentina
79000;Amazon Fire Tv Stick Lite Hd Tv Control Remoto Por Voz/ Npo;MLA352001;79000;4;new;2025-02-18T20:56:45.561Z;San Nicolas;Capital Federal;Argentina
84999;Amazon Fire Tv Stick 4k Ultra Hd Hdr Wifi 6 Version 2023;MLA352001;84999;24;new;2024-08-02T15:13:58.513Z;CHACARITA;Capital Federal;Argentina
77240;Amazon Lite Fire Tv Stick B091g4yp57 De Voz 2.ª Full Hd 8gb;MLA352001;77240;11;new;2024-06-14T18:09:06.662Z;Almagro;Capital Federal;Argentina
96000;Amazon Fire Tv Stick 4k Comando De Voz Streaming;MLA352001;96000;52;new;2024-07-23T16:02:47.607Z;Parque Patricios;Capital Federal;Argentina
120999;Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2 Gen Wi-fi 6e;MLA352001;120999;42;new;2024-11-04T15:51:36.190Z;Caba;Capital Federal;Argentina
89999;Amazon Fire Tv Stick 4k Alexa Voice Remote 8gb Ultra Hd;MLA352001;89999;3;new;2025-03-06T22:17:16.101Z;Ituzaingó;Buenos Aires;Argentina
69999;Amazon Fire Tv Stick Lite Full Hd 2 Gen De 8 Gb Con 1 Gb De Ram, Color Negro;MLA352001;69999;5;new;2024-12-13T17:32:10.833Z;Constitución;Capital Federal;Argentina
137999;Amazon Fire Tv Stick 4k Max 16gb 2a Gen Con Wi-fi 6;MLA352001;137999;27;new;2024-11-04T15:57:58.855Z;Caba;Capital Federal;Argentina
143679;Fire Tv Stick Convertidor Amazon Smart Netflix Streaming Hd;MLA352001;143679;13;new;2024-07-31T14:36:07.000Z;Balvanera;Capital Federal;Argentina
106499;Amazon Fire Tv Stick Lite Control Por Voz Alexa Fhd 1080p;MLA352001;106499;4;new;2024-09-12T20:47:44.834Z;Recoleta;Capital Federal;Argentina
110840;Amazon Fire Tv Stick 4k Fire Tv Stick 4k 53-008355 Pilas 4k Negro;MLA352001;110840;2;new;2024-12-19T16:41:03.465Z;Rafaela;Santa Fe;Argentina
84999;Amazon Fire Tv Stick Lite Full Hd 2°generacion;MLA352001;84999;10;new;2025-01-17T15:14:31.788Z;Rincón de Milberg;Buenos Aires;Argentina
89999;Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb Ram Con Alexa Negro;MLA352001;89999;40;new;2024-12-27T18:07:59.828Z;Las Heras;Mendoza;Argentina
